StartMatrix : [16716, 1, 2090]
Stats : 35029096
AID	norel	lohi	lolo	hihi	hilo	eqv	opp
RHOBTB3	5686	219	1525	22	1	639	266
TPST2	6347	13	599	878	165	346	10
AXL	7521	0	245	441	31	120	0
DUSP27	7807	0	0	259	292	0	0
RNF130	5545	24	1048	954	261	493	33
ZMYM4	5220	26	1031	825	265	844	147
SLC25A32	4645	44	1575	916	266	707	205
PDLIM4	8267	0	30	40	5	16	0
GRIN2D	7676	10	10	48	610	2	2
SIAE	7464	18	784	10	11	66	5
NDUFA4	7209	1	309	119	29	676	15
ZNF599	8358	0	0	0	0	0	0
SCML1	5642	139	1383	70	9	795	320
COQ2	7099	13	448	442	59	285	12
ESR1	7635	169	6	13	393	17	125
WSCD2	5239	563	88	47	1505	350	566
CMTM8	6813	38	536	487	144	332	8
EIF4E	5172	27	987	1139	254	650	129
TMEM147	6184	32	1041	392	64	492	153
LOC100130868	7788	0	42	428	97	3	0
MUC5B	8159	0	4	178	17	0	0
NUP35	4988	33	1224	1003	349	662	99
STK24	8358	0	0	0	0	0	0
SLC25A12	6914	7	123	481	602	161	70
C14orf167	5395	48	1283	752	251	525	104
KCNQ1	7514	0	93	609	47	95	0
RPLP0	5867	30	1102	519	107	636	97
APBB1IP	7680	0	153	240	127	158	0
MXD1	7443	17	492	126	121	155	4
CDC6	7276	0	101	714	170	96	1
TMEM71	7417	0	55	740	133	13	0
LOC100133233	7525	0	69	571	105	88	0
ROR1	7655	0	84	507	91	21	0
CD177	7622	4	133	293	270	33	3
D4S234E	8105	0	0	102	149	2	0
PROM1	8323	0	30	4	0	1	0
CYB5D1	6369	68	877	17	0	780	247
MTCH2	6135	116	1016	49	6	791	245
NR1D1	7399	36	0	19	281	157	466
CLDN3	6891	25	912	182	121	225	2
DPP9	8341	0	0	0	5	0	12
ACTR6	6078	52	987	436	136	510	159
BCAT2	6913	15	1	109	634	150	536
FDX1	7975	20	188	0	0	158	17
TMED8	6766	0	74	596	677	207	38
UBE2Z	5738	14	1009	780	209	422	186
HSPA2	8106	0	144	105	3	0	0
AURKAIP1	7425	15	702	6	14	190	6
PEA15	6446	3	260	890	254	502	3
SEPW1	8358	0	0	0	0	0	0
DCBLD1	5271	24	1278	447	65	915	358
C1orf53	6635	16	431	839	128	306	3
KIAA0888	7246	4	383	473	139	112	1
COG5	5141	175	1584	134	13	938	373
CLDN9	7554	0	0	17	188	114	485
AKR1B1	7396	1	169	560	20	212	0
RAB25	6372	98	1284	93	14	435	62
KIAA1949	7326	0	211	715	37	69	0
MAPKAPK2	6725	14	338	514	214	548	5
IFI44	8314	0	1	43	0	0	0
GLULD1	8242	0	10	83	20	3	0
MED29	6631	3	604	502	106	459	53
KLF13	6261	51	1232	188	13	478	135
MARCKSL1	5475	12	1064	978	287	518	24
HBA1	8198	0	17	110	33	0	0
LCOR	7596	127	328	124	114	46	23
LOC100130123	7435	0	11	731	169	12	0
POP7	6298	8	425	718	158	731	20
ARL14	7540	0	146	399	216	57	0
NR1H4	7959	0	7	321	70	1	0
SOCS6	7280	51	708	151	21	138	9
C6orf203	5859	50	1016	206	76	949	202
ACN9	5020	31	1163	1074	336	608	126
DDA1	6250	13	416	746	249	678	6
GPR161	8181	0	72	41	56	8	0
TPPP	8328	0	0	13	17	0	0
C21orf45	5101	18	1013	1303	478	429	16
IGHD	6472	0	41	1519	282	44	0
PCLO	8078	30	68	114	49	18	1
EDF1	7241	38	766	18	93	196	6
HOXA3	8239	1	83	30	3	2	0
LOC645166	7581	0	82	506	110	79	0
CUL1	6340	35	809	126	10	904	134
PABPC4	5036	18	1381	937	295	589	102
ANKRD46	6210	182	1148	13	1	586	218
U2AF1	7371	7	753	54	24	149	0
SELT	5596	12	439	1371	326	607	7
C15orf44	7798	16	250	0	0	259	35
SRP72	6333	121	1094	15	0	615	180
RPP14	5526	6	351	1328	315	809	23
DPF2	6489	12	838	371	113	523	12
OAS3	8355	0	0	3	0	0	0
PATL1	6327	7	526	1038	243	215	2
NDUFA7	6598	8	389	232	34	1042	55
TSNARE1	8332	0	0	2	6	11	7
RASSF8	8108	0	31	178	13	28	0
MAP3K4	8345	0	2	0	0	4	7
WFDC1	7479	34	624	98	48	70	5
TM4SF20	8336	0	1	20	1	0	0
UGT2B15	8356	0	1	0	0	1	0
RBM24	7753	10	201	300	84	10	0
RRAGC	8042	0	146	38	0	132	0
TMCO3	6636	65	1074	214	30	260	79
PSMB3	6764	71	1224	30	0	243	26
CTSZ	8053	0	6	171	128	0	0
TREX2	6701	0	117	1130	65	343	2
LPGAT1	6810	98	657	18	1	560	214
POLA1	6167	68	1026	386	64	529	118
TCF21	7093	0	113	809	225	118	0
EIF4A1	6337	10	840	671	123	354	23
ZNF117	7363	0	5	394	515	80	1
MEIS1	7122	191	619	64	192	100	70
KIAA2022	7984	0	0	149	225	0	0
ATP2C1	6968	70	542	0	0	619	159
VIP	8052	0	27	206	66	7	0
SAMD9L	8101	0	71	162	3	21	0
CCDC41	7217	0	6	525	511	99	0
BAZ2B	6258	17	659	248	31	921	224
AGA	6210	26	626	911	184	389	12
DKFZp564H213	6290	49	0	47	812	302	858
ARF1	5574	8	359	1442	421	549	5
MMD	7010	23	666	263	56	328	12
RSC1A1	6438	43	749	188	16	678	246
PAICS	5920	239	1392	9	1	582	215
PDE12	6304	6	494	986	231	315	22
LOC56757	8298	1	51	0	0	8	0
TP53RK	6280	5	327	1120	163	453	10
A1CF	7622	10	177	205	217	120	7
ZNF33A	7501	55	340	0	0	337	125
FLJ11292	8071	0	0	24	186	9	68
C1orf115	7231	4	123	378	515	91	16
CLRN3	8327	0	16	0	0	15	0
LEMD3	7550	1	157	39	1	538	72
BRP44	7864	9	249	0	0	205	31
DOPEY2	5369	5	342	1622	353	658	9
C10orf10	8345	0	4	7	1	1	0
TRAP1	6900	2	111	617	453	256	19
TTF2	5941	11	833	928	392	240	13
MORC4	6907	31	327	486	220	340	47
BAG4	6023	99	1032	21	0	873	310
ZNF362	8358	0	0	0	0	0	0
FADD	6769	26	540	165	36	654	168
CA2	7229	268	728	22	44	33	34
TUBAL3	7520	4	230	291	177	135	1
C8orf32	6714	17	431	600	100	486	10
LOC285412	6968	19	146	530	229	449	17
C8orf39	6667	268	8	47	642	300	426
NSMAF	6648	123	871	0	0	527	189
LRMP	8010	0	84	149	113	2	0
ELF4	7603	2	200	180	108	263	2
RAD23A	6457	8	349	763	158	619	4
TBRG4	7994	1	21	87	198	54	3
PDE9A	7592	80	87	135	415	30	19
BOLA2	8320	11	10	1	12	0	4
LOC388789	6086	10	623	780	145	691	23
PTPRF	6441	4	195	968	335	409	6
C8orf4	8052	8	246	48	4	0	0
C11orf54	7144	6	690	292	64	143	19
LOC648998	7779	11	269	95	137	59	8
ZNRF2	6349	9	709	779	164	336	12
CLEC4A	7810	0	1	495	37	15	0
LHX3	8220	0	0	5	51	42	40
FIGNL1	6804	23	417	569	130	410	5
FIS1	7187	14	716	42	71	323	5
GLOD4	7603	49	441	0	0	230	35
UBAP2L	7005	10	358	303	68	610	4
ITM2C	7201	35	390	262	257	183	30
MGAT4B	8177	12	134	0	0	34	1
APOOL	6713	76	590	245	101	470	163
SLC38A9	6729	0	32	638	753	180	26
CTBS	4890	10	1076	1213	303	752	114
RPL35	6884	4	500	325	40	602	3
ADAM10	5792	1	136	1825	322	282	0
RNF11	6603	78	1160	106	21	280	110
LOC389662	8114	0	0	0	13	33	198
CDC42SE2	5643	7	420	1656	339	287	6
CNRIP1	7216	0	136	641	148	217	0
VCAN	6762	4	447	859	255	30	1
RPL8	7124	6	712	194	49	256	17
BSG	6440	16	415	671	249	564	3
SNRPE	7432	8	429	177	28	265	19
PLA2G12B	8095	2	9	147	100	5	0
CLN8	6971	0	48	1129	182	28	0
C1orf109	5211	29	1132	539	154	997	296
CRIM1	7161	45	707	178	30	194	43
TSPAN12	6559	197	989	1	0	476	136
TFF2	8345	3	2	1	7	0	0
TCEB2	6954	135	659	87	124	344	55
NS3BP	7760	0	0	8	100	57	433
SULF1	7986	0	69	290	7	6	0
PKD1	6434	5	0	85	795	263	776
C5orf17	7120	0	10	583	576	69	0
MED13L	7865	0	15	451	4	23	0
MED6	5596	7	285	1479	384	602	5
CAD	7296	2	93	436	329	193	9
HS3ST3B1	6982	0	119	1094	66	97	0
SH3BP4	5884	109	1374	509	145	291	46
CXCL10	8094	1	63	182	13	5	0
TRAPPC6B	5319	22	1062	750	91	670	444
HIGD1A	7009	8	506	403	222	203	7
EPHA4	7272	42	523	385	47	86	3
BTNL3	7124	283	145	32	389	38	347
STC2	8011	0	0	10	334	1	2
THRAP3	8029	50	150	95	4	27	3
CYB561	8293	10	37	0	0	15	3
GRM8	7833	0	0	297	228	0	0
SMARCA1	8091	0	174	81	0	12	0
CPNE2	8088	14	135	62	2	55	2
RBM13	6767	19	272	472	120	685	23
HSPH1	6717	157	878	0	0	462	144
TMEM188	7020	5	400	136	24	699	74
UBXD7	7613	4	523	133	24	60	1
WBSCR22	6532	6	373	823	67	555	2
FBXL6	7855	0	0	1	71	60	371
NEXN	8015	0	34	272	6	31	0
ACTN4	8030	0	23	199	66	40	0
UBA2	6403	119	923	2	0	681	230
SOCS1	8239	9	11	30	64	4	1
VANGL1	6842	42	331	579	131	426	7
GBP3	8358	0	0	0	0	0	0
CECR1	7589	0	223	410	51	85	0
NT5C3	8292	3	55	0	0	8	0
NUP153	6550	112	805	8	0	658	225
C12orf41	6988	23	467	0	0	681	199
DISP2	8067	0	9	184	92	6	0
APOA1BP	6621	12	623	326	42	653	81
PXDN	8324	0	17	8	5	4	0
FCRL3	8148	0	3	178	10	19	0
LOC400027	5839	99	1105	112	9	826	368
RAB34	7508	0	258	353	24	215	0
HIGD2A	6497	19	747	179	30	841	45
TNS1	7580	17	481	53	187	39	1
RPS7	8358	0	0	0	0	0	0
XCL1	8184	1	140	21	6	6	0
STAM2	5777	71	1315	209	25	716	245
ATXN1	7578	7	479	127	17	146	4
C13orf34	6191	8	505	1078	173	394	9
RASL10B	4949	374	58	38	1464	445	1030
GALM	6695	1	249	1204	136	71	2
GRN	7428	5	670	65	2	187	1
LUZP1	7832	129	153	124	83	31	6
SPANXA1	6449	60	4	12	663	308	862
COQ9	5934	23	652	271	33	1287	158
RPL7L1	6642	4	543	850	172	145	2
C16orf54	7382	0	108	735	73	60	0
KCNN4	7339	1	39	426	502	44	7
SUPT7L	7062	60	499	0	0	589	148
C10orf116	7157	42	598	181	186	178	16
PPP1CC	7525	31	552	3	0	212	35
C2orf37	5601	6	251	1739	258	494	9
RXRB	6894	66	297	304	181	568	48
GIF	8035	0	0	115	207	1	0
CDH17	8241	0	102	3	0	12	0
PRPF4B	5516	7	297	1491	444	599	4
CALM3	8273	0	0	81	3	1	0
PER2	7870	10	189	224	5	60	0
PUS7	6832	70	528	449	116	345	18
NLRC3	7645	0	103	409	113	88	0
FKBP4	5031	12	461	1586	432	812	24
LOC728902	8322	0	0	0	0	8	28
GCNT7	8307	0	0	3	16	10	22
CCDC40	7300	0	0	31	402	124	501
MED16	8283	0	12	31	15	17	0
CHMP5	6648	52	1236	125	24	237	36
FLJ37453	7304	55	6	11	515	158	309
PRELP	8168	2	38	93	28	29	0
KIAA1324	6041	79	1295	606	185	137	15
LRBA	7680	17	298	228	54	69	12
MAK10	5891	107	1245	59	2	816	238
C10orf119	6281	92	1076	114	14	580	201
RMI1	5607	103	1272	228	84	821	243
UGDH	7470	5	389	300	94	94	6
DDX60	7176	0	197	657	204	123	1
VPS25	6053	5	628	321	51	1143	157
ZCCHC14	8181	2	80	59	3	28	5
MRE11A	6743	5	146	628	377	432	27
MRPL43	6356	4	206	908	119	760	5
PPP1R12A	6754	1	250	874	194	284	1
TRIB1	7479	5	137	167	511	48	11
AQP3	7940	0	60	317	38	3	0
MYEOV	8016	55	52	45	186	4	0
TRUB1	4720	36	1577	392	75	1087	471
KLHDC3	6686	24	319	354	201	762	12
HIPK3	6729	0	12	1406	161	50	0
RUVBL1	6555	11	257	889	263	364	19
RBJ	7666	1	117	403	52	113	6
PLS1	7686	2	335	182	13	140	0
GPS2	6744	13	938	197	63	396	7
FANCA	5951	721	274	12	1123	48	229
ENTPD5	6772	2	75	858	506	135	10
UXS1	5333	147	1404	83	4	1027	360
MASP1	8217	0	28	95	2	16	0
C18orf1	7139	4	271	729	63	149	3
MAZ	6853	44	305	352	219	554	31
PKP2	7188	82	778	5	0	251	54
KRTCAP3	8337	2	9	0	0	10	0
GUCY2C	7788	3	314	156	12	82	3
PTCD1	6497	399	83	70	1149	73	87
PPP1R11	5963	4	383	1192	217	593	6
NCR2	8338	0	0	2	2	8	8
PTGIS	8091	0	48	187	9	23	0
EPHX2	6382	0	141	1647	87	101	0
DIAPH2	7135	0	176	696	68	277	6
N4BP2L2	8055	165	135	1	0	2	0
KPNA2	6658	201	1035	13	0	356	95
AGK	6503	7	343	733	151	611	10
CDK6	5699	65	1178	842	272	284	18
OSGEPL1	6189	21	481	958	145	550	14
KIF3A	7351	21	253	302	47	378	6
KATNAL1	7688	1	58	199	371	41	0
LOC285014	6929	31	2	50	543	186	617
FNDC8	7624	38	3	11	316	73	293
MBNL2	6401	0	27	1535	313	82	0
CFL1	6723	21	646	293	185	482	8
CLIC4	6398	0	31	1582	267	80	0
LMO7	7965	0	25	297	68	3	0
INSM1	8079	0	1	210	65	3	0
MAFB	6611	0	194	1289	132	132	0
C10orf99	8170	2	181	0	0	5	0
GNG2	7253	0	348	463	171	123	0
LPP	7705	6	7	120	506	13	1
NR4A2	7978	9	16	96	253	6	0
SERPINB8	8328	0	7	15	2	6	0
RBKS	7522	0	179	498	46	112	1
LOC388969	4654	37	1612	779	144	691	441
SLC35B2	6368	18	661	805	196	294	16
ZNF518B	7761	13	527	22	7	26	2
FAM26F	7815	0	249	250	17	27	0
CLCC1	7245	8	152	583	277	82	11
SRPX2	7739	0	7	401	207	4	0
C1orf97	7573	8	247	327	33	168	2
CIRH1A	6040	30	648	910	189	517	24
hCG_1776259	8057	0	22	184	88	7	0
TNFAIP8	5595	25	1142	1068	309	196	23
SFRS3	6538	125	927	20	1	564	183
HERC5	7797	1	253	157	42	108	0
DNAJC16	5672	52	1250	259	26	811	288
CLDND1	5217	57	1416	822	200	474	172
C17orf89	6422	245	42	17	1077	203	352
NEK7	7290	50	790	60	5	145	18
FAM129A	7534	0	260	277	184	103	0
POLR3K	6153	8	293	1142	163	597	2
CPE	7631	0	106	576	45	0	0
KRT7	8324	0	0	1	33	0	0
SCARF2	8335	0	0	6	6	9	2
FAM5C	7622	0	3	531	200	2	0
TMEM49	8328	0	4	23	2	1	0
ABCC4	6319	6	387	1281	215	148	2
JMJD2B	7242	0	188	659	60	208	1
MPEG1	6512	0	262	1297	209	78	0
PGAM1	7938	40	232	0	0	117	31
SCEL	8341	0	1	15	1	0	0
ANK1	7635	53	2	33	310	131	194
LOC339047	8227	1	45	26	52	7	0
POLR1D	7759	13	197	0	0	331	58
ALKBH5	6352	15	317	807	248	615	4
C13orf18	7561	2	75	589	85	45	1
SLC25A39	5966	6	452	1066	212	651	5
ZEB2	6945	1	280	688	260	183	1
TWSG1	7019	20	655	487	49	125	3
ICAM2	7208	30	683	44	16	362	15
FUT4	6260	175	1105	62	9	563	184
PPP4C	7232	31	791	54	9	210	31
EEF1E1	5982	37	708	1038	241	347	5
USP6NL	6323	18	470	843	138	557	9
GUSBP1	8279	0	61	3	2	13	0
HNMT	6469	25	838	606	125	263	32
MGC9913	7791	0	122	230	115	100	0
ARMCX5	5176	32	1012	908	259	851	120
NOLC1	6686	11	381	637	75	564	4
C1orf54	7905	0	145	177	2	129	0
DDX3X	6961	86	928	6	0	311	66
LOC652900	7820	5	61	124	231	98	19
CEP55	6829	62	587	499	77	297	7
FLJ22675	7378	40	1	98	715	6	120
NDUFS3	6785	5	802	308	73	380	5
PITPNB	8358	0	0	0	0	0	0
UTP3	6889	86	792	1	0	485	105
RAB30	8107	0	41	94	100	13	3
MMP10	7720	0	0	416	222	0	0
ZBED1	8110	0	25	0	0	213	10
RAP1A	7868	11	360	3	1	111	4
CCDC98	6578	0	39	1562	130	49	0
SCARNA17	7374	273	16	18	399	11	267
STK17B	7154	2	332	689	69	111	1
C7orf42	6657	97	1174	11	2	349	68
PHGDH	8075	12	1	14	253	2	1
DHRS7	6257	10	385	783	93	816	14
TXNIP	5955	8	354	1173	325	539	4
TPD52L2	7333	12	537	57	5	338	76
ARMCX2	7657	0	120	536	42	3	0
EMILIN1	8009	8	61	87	144	44	5
SALL4	7810	2	0	6	319	57	164
UBA1	7407	20	667	22	49	189	4
SLC16A10	8129	0	45	154	10	19	1
LOC728568	6371	3	225	1310	181	266	2
ALDH6A1	5843	122	1180	126	4	727	356
CEPT1	8231	5	41	0	0	65	16
VSNL1	6811	0	32	872	581	62	0
ALG8	6613	148	894	0	0	541	162
NEK4	4678	32	1372	748	167	995	366
FCGR2B	7244	0	48	898	87	81	0
R3HDM1	7060	98	571	0	0	494	135
ST7L	7429	0	27	696	175	31	0
PTGS2	8296	0	16	35	11	0	0
C16orf80	5517	27	1061	686	162	798	107
HOXB8	7540	1	23	234	554	5	1
TMEM1	7775	3	312	68	6	191	3
TFCP2L1	7337	2	260	556	82	117	4
LOC284702	8150	1	84	40	59	24	0
LOC283027	7708	0	6	21	614	2	7
SSTR1	7359	5	121	749	79	45	0
CDH15	8358	0	0	0	0	0	0
SERF1A	7837	1	274	162	20	60	4
PFDN4	6679	3	129	1191	186	170	0
AXIN2	6646	3	149	701	688	150	21
YKT6	6025	2	134	1393	359	442	3
DUSP5	7706	0	487	85	47	32	1
PRSS8	7559	7	212	282	155	141	2
PTPRG	6941	36	531	435	139	273	3
MND1	7189	0	14	963	154	38	0
CLDN12	7034	27	696	268	31	295	7
SUMF2	6689	51	830	268	39	421	60
TDO2	8292	0	6	60	0	0	0
C11orf61	8154	0	13	176	10	5	0
ZNF770	5980	138	1272	17	0	686	265
TTC7B	8258	0	1	75	15	9	0
SLMAP	7775	8	529	6	1	38	1
IQCK	5680	17	554	956	216	878	57
GGTA1	6723	0	54	1264	222	95	0
PDIA5	5270	70	1182	682	187	822	145
MEGF6	8117	16	3	5	214	0	3
LOC25845	7356	0	6	404	591	1	0
ND2	7685	198	278	4	40	26	127
ADORA3	7412	0	18	751	152	25	0
C1QA	6287	0	219	1312	248	291	1
SLC25A1	6670	18	969	195	45	445	16
SRBD1	6523	5	308	470	96	926	30
GNPDA2	6282	5	471	1071	200	303	26
PTPRN2	7145	4	169	930	79	28	3
UNQ464	8224	0	0	0	81	6	47
TMEM48	5740	16	634	1241	306	418	3
NDFIP1	6411	187	1307	28	4	306	115
ABCF1	8355	0	1	0	0	2	0
TGFBR1	5764	155	1324	110	4	696	305
HNRNPAB	8021	29	215	0	0	93	0
LDB2	7731	0	115	383	21	108	0
RPL11	6732	19	419	416	181	578	13
KIAA0495	8358	0	0	0	0	0	0
TNC	8307	0	33	18	0	0	0
LOC728377	8340	4	11	0	2	1	0
FRY	7805	0	94	400	21	38	0
CUGBP1	8213	28	78	0	0	28	11
SCARNA2	7496	708	95	2	34	3	20
IL15	5934	10	615	1273	306	215	5
PHKA1	7053	5	113	487	371	298	31
ZNF3	7567	74	367	213	33	97	7
FGFBP1	8317	0	6	34	0	1	0
SMAD4	4949	32	1255	1237	397	440	48
EEF1B2	6081	19	984	676	136	449	13
TGFB1	7399	5	88	579	222	64	1
CLDN1	7019	2	108	492	624	95	18
NFKBIL2	5883	608	80	22	936	295	534
MUS81	7939	20	1	6	150	115	127
PKD2	7110	0	275	688	100	185	0
ZNF277	5151	34	1036	1065	293	680	99
BOP1	7489	4	235	261	150	216	3
TMEM100	7498	0	21	760	59	20	0
NUFIP1	8143	0	0	111	62	42	0
RP11-336K24.9	6949	76	494	190	129	481	39
BTD	6386	3	236	1122	124	479	8
MRPS27	5665	66	1176	484	146	702	119
LOC401321	7719	0	24	52	510	24	29
LSP1	7502	26	86	269	388	62	25
DDC	7067	16	584	313	39	300	39
MSLN	8258	0	0	23	77	0	0
PTP4A1	6262	13	548	969	253	312	1
TFAM	5268	35	1070	1136	361	438	50
ARHGAP19	7178	0	21	562	330	259	8
MAMDC4	7538	299	30	20	254	58	159
TTRAP	7305	3	504	337	24	184	1
SMARCA4	8357	0	0	0	0	1	0
PDCD4	5748	5	267	1467	379	488	4
NCOA7	7289	20	506	329	86	126	2
TLR4	6906	0	29	1075	323	25	0
XIST	8348	0	1	0	7	0	2
CPSF3	6447	51	935	362	74	433	56
PSMA7	4945	27	1352	740	122	857	315
NFATC2IP	6423	57	797	301	12	447	321
EIF5B	6657	21	650	521	174	328	7
NEK1	7045	111	512	294	18	369	9
KIF26A	7944	15	366	5	21	3	4
MANSC1	7820	39	327	0	0	142	30
MS4A12	7182	311	674	11	92	34	54
ZNF260	6529	4	237	1208	132	245	3
RAD1	5736	13	479	1177	264	667	22
TBCC	6255	7	780	204	41	900	171
PYDC1	8358	0	0	0	0	0	0
EME1	8134	0	96	108	15	5	0
GPNMB	7011	0	377	745	197	28	0
TXN2	6780	13	399	383	183	597	3
NETO2	8212	0	21	97	28	0	0
GMEB1	6718	4	109	629	678	179	41
OSTM1	6277	14	813	763	240	224	27
MT1F	7898	1	208	192	52	7	0
IL32	6863	295	802	67	107	169	55
PLEKHA5	6972	107	792	92	13	269	113
DEFB1	8066	1	49	179	60	3	0
BCAM	5655	136	10	53	1049	387	1068
CEP290	7283	30	271	476	25	266	7
LOC284033	8304	0	0	41	13	0	0
GNPAT	7982	1	132	163	0	75	5
ZNF264	7504	2	152	605	62	31	2
SPCS3	5636	18	748	1348	362	236	10
PPM1H	6913	39	326	302	528	193	57
TNFRSF10A	7883	17	173	231	11	42	1
C12orf40	6064	161	13	25	956	338	801
MT1X	8015	1	136	160	38	8	0
SLC22A16	8358	0	0	0	0	0	0
TIFA	5233	24	1026	1238	387	426	24
CHAC2	6416	8	424	1041	210	256	3
ELMO2	5635	6	580	1092	276	714	55
LY9	8027	0	19	260	19	33	0
PPFIBP1	6553	28	565	743	158	302	9
TMEM65	6850	7	630	526	110	229	6
SRRM1	6602	14	703	578	125	334	2
ETFDH	6851	5	403	924	101	74	0
ZNF75A	7987	4	215	70	31	50	1
TMEM168	6489	121	980	14	0	611	143
MBOAT1	7485	8	382	272	76	131	4
XPA	7495	83	414	80	27	248	11
LPHN3	7895	0	8	423	26	6	0
THRB	7605	28	214	350	128	32	1
CSGALNACT1	8148	0	29	163	16	2	0
KCNN3	6106	449	74	31	1101	186	411
ELAVL1	6293	21	1058	444	78	410	54
RSL1D1	6055	64	1147	642	164	266	20
TSPYL5	7661	0	129	347	83	138	0
SMAD9	6709	40	865	536	78	127	3
CACNG8	7242	137	14	63	639	157	106
C1orf93	8027	7	177	0	0	134	13
RBM34	6089	88	1068	236	38	684	155
HJURP	7422	13	101	225	329	234	34
QDPR	5048	22	1007	1152	339	683	107
C14orf4	8350	0	4	0	0	4	0
RRM2B	6451	9	383	1040	180	276	19
HTR4	7618	408	55	3	182	0	92
ORC2L	5823	101	1221	136	4	814	259
F2R	7443	0	87	722	89	17	0
TRIM36	6964	3	201	895	227	67	1
LEMD1	8201	0	1	37	117	1	1
LOC285463	6344	31	0	91	818	322	752
RBMS3	7350	1	314	373	142	178	0
MOBKL1B	5967	52	1344	130	22	669	174
MT1P3	7162	114	1	55	572	120	334
MATN2	7145	4	410	611	154	32	2
GLUD1	4732	41	1124	891	197	1123	250
ASPM	6424	26	666	885	181	171	5
IL18	7327	7	294	575	78	75	2
SOCS4	6828	40	628	79	4	548	231
OAF	7153	27	326	358	309	158	27
IDS	7422	14	516	237	74	56	39
PSME3	6865	9	606	558	122	198	0
LAMA3	8088	0	30	224	14	2	0
ANKRD57	6938	21	818	288	73	201	19
FERMT2	7790	0	284	153	28	103	0
NPY1R	8047	0	3	223	85	0	0
RSRC1	6612	38	415	586	82	614	11
FARP1	7619	25	60	215	401	24	14
P4HA1	7172	6	240	709	98	131	2
SLC40A1	7255	16	951	90	1	45	0
TTC8	5792	16	582	1147	317	494	10
BTN3A2	6378	0	235	1383	155	207	0
ABP1	7475	14	359	272	101	134	3
LOC729680	6689	21	436	817	135	253	7
C20orf30	7481	26	425	0	0	360	66
HINT3	8088	9	132	78	48	2	1
MMP3	7308	0	18	641	387	4	0
TMEM139	8292	0	19	39	0	8	0
CASC5	6852	33	571	535	60	302	5
FKSG30	6985	259	805	4	83	147	75
ERP29	7810	2	463	4	0	79	0
CLDN8	7912	12	233	44	146	7	4
CREG1	5719	138	1241	27	1	910	322
C17orf81	7344	15	717	113	92	76	1
JMJD2C	8247	0	32	30	7	42	0
ADAMTS10	8219	0	0	4	64	22	49
HRSP12	5044	30	1081	1023	296	771	113
MAP3K7	7324	68	531	0	0	366	69
ENPP1	7894	2	82	252	116	12	0
ASPHD1	8259	0	0	8	22	14	55
LOC730496	8358	0	0	0	0	0	0
PPP1R2	4827	45	1595	1003	274	416	198
AGPAT7	7800	33	379	35	7	94	10
ZNF385D	7970	0	0	10	114	33	231
PEX11B	6934	113	658	0	0	511	142
SQLE	6985	36	759	449	97	32	0
SAMD5	7609	6	75	523	141	3	1
BMPR1A	7994	11	237	41	19	35	21
UTP14A	6507	15	343	651	137	690	15
ARHGEF11	6467	197	33	11	1093	135	422
THEG	7155	24	3	13	604	177	382
CCDC109A	8067	16	156	0	0	108	11
ABCC3	7545	7	212	370	119	104	1
hCG_1644608	6032	3	371	1260	247	444	1
IL33	7631	0	46	622	55	4	0
TRAM1	5156	11	567	1520	387	693	24
C2orf40	7918	0	51	264	100	25	0
DAG1	7171	82	187	320	282	261	55
LAMB3	8014	0	6	225	99	14	0
ACTB	6677	37	474	425	192	538	15
PRKAR2B	6280	4	457	1248	277	88	4
ADAM33	6704	536	61	43	703	56	255
NCAPG2	7137	34	174	827	48	136	2
ZNF721	6883	1	68	512	546	265	83
CCDC99	6810	5	250	717	164	410	2
UQCRC1	7038	5	783	161	16	354	1
SLC35A2	6804	26	217	479	257	557	18
ACAT2	7186	1	174	772	69	151	5
DMKN	7271	0	21	579	466	21	0
KIAA1468	6286	8	627	893	232	263	49
KRR1	6210	2	573	1154	187	229	3
LOC389023	7608	229	392	4	78	3	44
N4BP1	7172	4	413	267	59	420	23
CHI3L1	7592	0	5	421	340	0	0
PLA2G12A	5713	71	1172	585	215	453	149
PSMB1	6817	77	1016	4	0	373	71
TGIF1	5268	44	1306	845	252	559	84
ATP1A2	8163	0	21	150	0	24	0
TRIM8	6466	9	724	667	202	248	42
PTPLA	8033	1	54	152	109	9	0
A2BP1	7579	15	0	15	471	65	213
IMPAD1	5380	24	1198	833	234	527	162
SIN3A	6804	1	124	629	436	318	46
LOC100130829	8252	0	0	96	2	8	0
WSB1	5375	34	1307	564	58	691	329
LST1	7376	5	248	429	90	194	16
SLC4A3	8226	0	0	7	41	42	42
KIAA0831	7881	27	214	29	1	175	31
ANGPTL2	8308	1	31	9	0	9	0
PYCR2	7067	121	521	71	144	385	49
HLA-DMA	6366	10	649	986	231	116	0
RFXDC1	8318	0	4	24	11	1	0
CCT5	6541	8	466	643	60	635	5
SLC4A7	8357	0	0	0	1	0	0
GTF2H3	7748	322	59	9	159	50	11
CCL5	7177	0	116	740	243	82	0
LHX5	6217	54	2	34	812	312	927
NDUFB10	6650	23	529	420	199	527	10
ZNF587	7219	6	347	520	134	115	17
ZBTB26	7220	29	305	518	22	259	5
C13orf33	7184	443	110	0	398	3	220
SGMS1	5698	22	835	1055	297	439	12
CHML	6017	27	887	684	210	487	46
DUS4L	6196	26	387	915	119	681	34
KBTBD5	7181	12	0	67	456	159	483
CLMN	7564	40	206	452	25	70	1
PFTK2	5877	308	48	10	1170	276	669
